0 0.00146356
1 0.00176707
2 0.0029413
3 0.00410719
4 0.00526348
5 0.00640761
6 0.00753594
7 0.00864649
8 0.00973544
9 0.0108016
10 0.0118419
11 0.0128542
12 0.0138348
13 0.0147846
14 0.0156974
15 0.0165725
16 0.0174107
17 0.0182061
18 0.0189589
19 0.0196668
20 0.020328
21 0.0209415
22 0.0215065
23 0.0220206
24 0.0224812
25 0.0228911
26 0.0232465
27 0.0235473
28 0.0237916
29 0.0239825
30 0.0241149
31 0.0241911
32 0.0242121
33 0.024175
34 0.0240831
35 0.0239345
36 0.0237315
37 0.0234733
38 0.0231601
39 0.0227964
40 0.0223803
41 0.0219143
42 0.0213986
43 0.0208357
44 0.0202279
45 0.0195767
46 0.0188833
47 0.0181503
48 0.017379
49 0.016574
50 0.0157357
51 0.0148673
52 0.0139733
53 0.0130551
54 0.0121177
55 0.0111661
56 0.0102061
57 0.00924605
58 0.00829474
59 0.00736832
60 0.00648673
61 0.00568415
62 0.00500667
63 0.0045214
64 0.00429984
65 0.00429984
66 0.0045214
67 0.00500667
68 0.00568415
69 0.00648673
70 0.00736832
71 0.00829474
72 0.00924605
73 0.0102061
74 0.0111661
75 0.0121177
76 0.0130551
77 0.0139733
78 0.0148673
79 0.0157357
80 0.016574
81 0.017379
82 0.0181503
83 0.0188833
84 0.0195767
85 0.0202279
86 0.0208357
87 0.0213986
88 0.0219143
89 0.0223803
90 0.0227964
91 0.0231601
92 0.0234733
93 0.0237315
94 0.0239345
95 0.0240831
96 0.024175
97 0.0242121
98 0.0241911
99 0.0241149
100 0.0239825
101 0.0237916
102 0.0235473
103 0.0232465
104 0.0228911
105 0.0224812
106 0.0220206
107 0.0215065
108 0.0209415
109 0.020328
110 0.0196668
111 0.0189589
112 0.0182061
113 0.0174107
114 0.0165725
115 0.0156974
116 0.0147846
117 0.0138348
118 0.0128542
119 0.0118419
120 0.0108016
121 0.00973544
122 0.00864649
123 0.00753594
124 0.00640761
125 0.00526348
126 0.00410719
127 0.0029413
128 0.00176707
129 0.00146356
