0.0185401 0.0698201 0.0707297 0.0720362 0.0737839 0.0760362 0.0788817 0.0824406 0.0868622 0.0922776 0.0985389 0.104279 0.105665 0.100403 0.0921702 0.0841127 0.0770104 0.0708439 0.0654524 0.0606853 0.0564235 0.0525767 0.0490757 0.045868 0.0429122 0.0401754 0.0376312 0.0352581 0.0330385 0.0309574 0.0290025 0.027163 0.0254299 0.0237953 0.0222524 0.0207952 0.0194183 0.0181173 0.0168879 0.0157265 0.0146297 0.0135946 0.0126186 0.0116993 0.0108345 0.0100222 0.00926062 0.00854818 0.00788343 0.007265 0.00669171 0.0061625 0.00567634 0.00523238 0.00482985 0.00446803 0.00414631 0.00386411 0.00362102 0.0034166 0.00325054 0.00312255 0.0030324 0.00297998 0.00296515 0.00298784 0.00304808 0.00314602 0.00328182 0.00345573 0.00366805 0.00391915 0.00420947 0.00453946 0.00490972 0.00532088 0.00577371 0.00626899 0.00680762 0.00739065 0.00801918 0.00869443 0.00941784 0.0101909 0.0110152 0.0118928 0.0128255 0.0138157 0.0148659 0.0159788 0.0171577 0.0184058 0.0197272 0.0211262 0.0226078 0.0241776 0.025842 0.0276085 0.0294855 0.0314833 0.0336136 0.0358903 0.0383304 0.0409545 0.0437878 0.0468623 0.0502192 0.0539121 0.0580137 0.0626259 0.0678983 0.0740629 0.0815111 0.0909881 0.104234 0.118675 0.00602815 0.125647 0.106627 0.0959379 0.0887251 0.0834608 0.0794652 0.0763786 0.0739893 0.0721653 0.0708203 0.0698986 0.0693628 -792.168 -0.0275007 
0 -0.24521 -0.250446 -0.256698 -0.264327 -0.27366 -0.28508 -0.299068 -0.316203 -0.33699 -0.360886 -0.382791 -0.38839 -0.369118 -0.338715 -0.308943 -0.282719 -0.259973 -0.240104 -0.222553 -0.206875 -0.192735 -0.179875 -0.168099 -0.157253 -0.147216 -0.13789 -0.129194 -0.121063 -0.113442 -0.106285 -0.099553 -0.0932112 -0.0872313 -0.0815877 -0.0762584 -0.0712238 -0.066467 -0.0619729 -0.0577276 -0.053719 -0.0499362 -0.0463695 -0.0430102 -0.0398501 -0.036882 -0.0340994 -0.0314962 -0.0290674 -0.0268077 -0.0247128 -0.0227789 -0.0210022 -0.0193796 -0.0179081 -0.0165852 -0.0154087 -0.0143763 -0.0134866 -0.012738 -0.0121294 -0.0116596 -0.0113278 -0.0111336 -0.0110765 -0.0111563 -0.0113729 -0.0117271 -0.0122193 -0.0128505 -0.0136218 -0.0145345 -0.0155903 -0.0167907 -0.018138 -0.0196345 -0.021283 -0.0230864 -0.025048 -0.0271715 -0.0294611 -0.0319213 -0.0345573 -0.0373744 -0.040379 -0.0435777 -0.0469781 -0.0505886 -0.0544184 -0.0584776 -0.0627777 -0.0673313 -0.0721531 -0.0772592 -0.0826675 -0.088399 -0.0944774 -0.10093 -0.107789 -0.115091 -0.12288 -0.131207 -0.140136 -0.149741 -0.160119 -0.171386 -0.183696 -0.197248 -0.212313 -0.22927 -0.248676 -0.271397 -0.298893 -0.333946 -0.383053 -0.436597 -0.0152156 -0.461701 -0.39008 -0.349532 -0.3219 -0.301456 -0.285634 -0.273051 -0.262867 -0.254553 -0.248008 -0.243861 -0.240084 2945.67 -0.0408242 
0 0 -0.0445762 -0.00203047 -0.0087937 -0.013726 -0.0179939 -0.0221023 -0.0263281 -0.0308475 -0.0356427 -0.0400064 -0.0418702 -0.0399997 -0.0364214 -0.0328686 -0.0297772 -0.0271439 -0.0248869 -0.0229286 -0.0212082 -0.0196797 -0.0183084 -0.0170681 -0.0159384 -0.0149033 -0.01395 -0.0130684 -0.0122501 -0.0114881 -0.0107768 -0.0101113 -0.00948747 -0.00890183 -0.00835131 -0.00783332 -0.00734555 -0.006886 -0.00645295 -0.00604479 -0.00566014 -0.00529777 -0.00495659 -0.00463561 -0.00433393 -0.00405074 -0.00378533 -0.00353705 -0.00330533 -0.0030896 -0.00288939 -0.0027043 -0.0025339 -0.00237786 -0.00223588 -0.00210766 -0.00199298 -0.00189159 -0.00180334 -0.00172805 -0.00166559 -0.00161586 -0.00157875 -0.00155423 -0.00154222 -0.00154268 -0.0015556 -0.00158105 -0.00161906 -0.00166972 -0.00173314 -0.00180945 -0.00189882 -0.00200139 -0.00211739 -0.00224704 -0.00239064 -0.00254846 -0.00272084 -0.00290818 -0.00311088 -0.0033294 -0.00356429 -0.00381612 -0.00408554 -0.00437324 -0.00468003 -0.00500681 -0.00535457 -0.00572442 -0.0061176 -0.0065355 -0.00697976 -0.00745217 -0.00795477 -0.00848997 -0.00906047 -0.00966952 -0.0103208 -0.0110188 -0.0117687 -0.0125768 -0.013451 -0.0144008 -0.0154381 -0.0165781 -0.0178408 -0.0192526 -0.0208499 -0.0226843 -0.0248328 -0.0274165 -0.0306424 -0.0349095 -0.0411584 -0.0479672 0.0148665 -0.0492336 -0.0373097 -0.0297172 -0.0237192 -0.0183506 -0.0130343 -0.00741689 -0.00317089 -0.00425553 -0.0065261 -0.00768085 -0.00825947 409.682 0.00282479 
0 0 0 -0.0486828 0.00220793 -0.00708242 -0.0140774 -0.020199 -0.0261432 -0.0322642 -0.0386065 -0.0443425 -0.0469674 -0.0449871 -0.0408866 -0.03679 -0.0332344 -0.0302195 -0.0276481 -0.0254278 -0.0234858 -0.0217676 -0.0202318 -0.0188473 -0.0175902 -0.0164415 -0.0153863 -0.0144126 -0.0135107 -0.0126724 -0.0118912 -0.0111614 -0.0104782 -0.00983761 -0.00923613 -0.00867077 -0.00813885 -0.0076381 -0.00716657 -0.00672241 -0.00630406 -0.0059101 -0.0055393 -0.00519057 -0.00486286 -0.00455528 -0.004267 -0.0039973 -0.00374555 -0.0035111 -0.00329343 -0.00309207 -0.00290655 -0.0027365 -0.00258159 -0.00244148 -0.00231591 -0.00220461 -0.00210741 -0.00202411 -0.00195457 -0.00189866 -0.00185627 -0.00182736 -0.00181183 -0.00180965 -0.00182078 -0.0018453 -0.00188324 -0.00193471 -0.00199982 -0.00207871 -0.00217156 -0.00227853 -0.00239987 -0.00253582 -0.00268669 -0.00285282 -0.00303453 -0.00323229 -0.00344655 -0.00367779 -0.00392664 -0.00419371 -0.00447973 -0.00478548 -0.00511184 -0.00545983 -0.00583055 -0.00622522 -0.00664527 -0.00709222 -0.00756795 -0.00807447 -0.00861408 -0.00918953 -0.00980386 -0.0104608 -0.0111646 -0.0119202 -0.0127339 -0.0136128 -0.014566 -0.0156044 -0.0167422 -0.017997 -0.0193924 -0.0209595 -0.0227414 -0.0247995 -0.0272258 -0.0301657 -0.0338688 -0.0388181 -0.0461567 -0.0541396 0.0230009 -0.0548467 -0.0397317 -0.0297693 -0.0215439 -0.0137693 -0.00579391 0.000507976 7.33278e-05 -0.00302732 -0.00552562 -0.00669828 -0.00752461 497.203 -0.022627 
0 0 0 0 -0.0528478 0.00480497 -0.00766261 -0.0174742 -0.0262498 -0.0348716 -0.0435625 -0.0513519 -0.0551059 -0.052955 -0.0480669 -0.0431464 -0.0388825 -0.0352801 -0.0322201 -0.0295882 -0.0272949 -0.0252727 -0.0234707 -0.0218508 -0.0203836 -0.019046 -0.0178198 -0.0166903 -0.015646 -0.0146767 -0.0137747 -0.0129331 -0.012146 -0.0114089 -0.0107173 -0.0100678 -0.00945711 -0.00888258 -0.00834187 -0.00783278 -0.00735346 -0.00690223 -0.00647764 -0.00607838 -0.00570323 -0.00535113 -0.00502111 -0.00471231 -0.004424 -0.0041554 -0.00390591 -0.00367499 -0.00346207 -0.00326672 -0.00308854 -0.00292715 -0.00278224 -0.0026535 -0.0025407 -0.00244364 -0.00236213 -0.00229603 -0.0022452 -0.0022096 -0.00218912 -0.0021837 -0.00219328 -0.00221796 -0.00225778 -0.00231285 -0.0023833 -0.00246929 -0.00257102 -0.00268869 -0.00282256 -0.00297293 -0.00314013 -0.00332457 -0.00352661 -0.00374679 -0.00398562 -0.00424367 -0.00452166 -0.00482031 -0.00514044 -0.00548296 -0.00584891 -0.00623945 -0.0066559 -0.00709966 -0.00757241 -0.00807591 -0.0086124 -0.00918422 -0.00979409 -0.0104453 -0.0111413 -0.0118867 -0.0126864 -0.0135464 -0.0144742 -0.0154783 -0.0165695 -0.0177613 -0.0190705 -0.0205186 -0.0221343 -0.0239557 -0.0260355 -0.0284496 -0.0313118 -0.0348028 -0.0392344 -0.0452127 -0.0541785 -0.0639057 0.0344006 -0.0637543 -0.0438565 -0.0302659 -0.0185507 -0.00722011 0.00191192 0.00331699 0.00043343 -0.00304318 -0.00573695 -0.00697577 -0.00806314 627.221 -0.0656426 
0 0 0 0 0 -0.0572663 0.00541302 -0.0111301 -0.0248178 -0.0373455 -0.0495165 -0.0602785 -0.0656901 -0.0633947 -0.0575007 -0.0515098 -0.0463213 -0.0419509 -0.0382513 -0.0350803 -0.032326 -0.0299045 -0.0277525 -0.0258225 -0.0240784 -0.0224913 -0.021039 -0.0197034 -0.0184702 -0.0173271 -0.0162645 -0.0152741 -0.0143488 -0.0134829 -0.0126711 -0.0119092 -0.0111933 -0.01052 -0.00988668 -0.00929059 -0.00872954 -0.00820148 -0.00770467 -0.00723755 -0.00679865 -0.00638669 -0.00600053 -0.00563911 -0.00530157 -0.004987 -0.00469465 -0.00442389 -0.00417403 -0.00394456 -0.00373501 -0.00354492 -0.00337392 -0.00322163 -0.00308779 -0.00297215 -0.00287448 -0.00279463 -0.00273241 -0.00268778 -0.00266061 -0.0026508 -0.00265828 -0.00268317 -0.00272551 -0.00278543 -0.00286308 -0.00295862 -0.00307232 -0.00320439 -0.00335513 -0.00352489 -0.00371407 -0.00392313 -0.0041525 -0.0044028 -0.00467464 -0.00496868 -0.00528576 -0.00562674 -0.00599258 -0.00638435 -0.00680327 -0.00725072 -0.00772826 -0.00823754 -0.00878057 -0.00935942 -0.00997675 -0.0106354 -0.0113385 -0.0120901 -0.0128944 -0.0137567 -0.0146831 -0.0156808 -0.0167588 -0.0179273 -0.0191997 -0.0205923 -0.0221256 -0.0238259 -0.0257288 -0.0278812 -0.0303483 -0.0332249 -0.0366532 -0.0408606 -0.046241 -0.0535649 -0.0646726 -0.0766767 0.0505302 -0.075042 -0.0483752 -0.0295001 -0.0129579 0.000311205 0.00496795 0.00376015 0.000354333 -0.0034933 -0.00654863 -0.00793042 -0.00934292 803.687 -0.122223 
0 0 0 0 0 0 -0.0631993 0.00265741 -0.0191172 -0.0380216 -0.0553435 -0.0703314 -0.078139 -0.0758397 -0.0687843 -0.0615181 -0.0552216 -0.0499298 -0.0454631 -0.041646 -0.0383396 -0.0354401 -0.0328693 -0.0305684 -0.028493 -0.0266077 -0.0248849 -0.0233028 -0.0218437 -0.0204927 -0.019238 -0.0180697 -0.0169789 -0.0159588 -0.0150031 -0.0141065 -0.0132644 -0.0124728 -0.0117284 -0.011028 -0.0103689 -0.00974857 -0.00916503 -0.00861637 -0.00810083 -0.00761688 -0.00716314 -0.00673836 -0.00634151 -0.00597149 -0.0056274 -0.0053085 -0.00501397 -0.00474319 -0.00449559 -0.00427064 -0.00406788 -0.00388686 -0.00372728 -0.00358882 -0.00347123 -0.00337431 -0.00329783 -0.00324176 -0.0032059 -0.00319016 -0.00319442 -0.00321884 -0.00326343 -0.00332836 -0.0034138 -0.00351994 -0.00364709 -0.00379547 -0.00396546 -0.00415744 -0.00437189 -0.00460934 -0.00487029 -0.00515547 -0.00546561 -0.00580143 -0.00616396 -0.00655418 -0.00697323 -0.00742238 -0.00790303 -0.00841684 -0.00896563 -0.00955136 -0.0101764 -0.0108432 -0.0115549 -0.0123149 -0.0131269 -0.0139957 -0.0149263 -0.0159252 -0.0169995 -0.0181579 -0.0194112 -0.0207718 -0.0222559 -0.023883 -0.0256782 -0.0276736 -0.0299127 -0.0324529 -0.0353751 -0.0387962 -0.0428934 -0.0479515 -0.0544665 -0.0634145 -0.0771427 -0.0918966 0.0728439 -0.0877536 -0.0519408 -0.0262112 -0.00650254 0.00327497 0.00559607 0.00398161 0.000193272 -0.00421823 -0.00780738 -0.00940528 -0.0112267 1030.68 -0.188067 
0 0 0 0 0 0 0 -0.072654 -0.00513706 -0.0330638 -0.0579165 -0.0785559 -0.0896125 -0.0876874 -0.0796031 -0.0711161 -0.0637444 -0.0575569 -0.0523459 -0.0479034 -0.0440644 -0.0407052 -0.0377325 -0.0350766 -0.0326847 -0.030515 -0.0285348 -0.0267183 -0.0250448 -0.0234966 -0.0220599 -0.020723 -0.0194756 -0.0183097 -0.0172178 -0.0161939 -0.0152326 -0.0143292 -0.0134798 -0.0126808 -0.0119289 -0.0112213 -0.0105556 -0.00992973 -0.00934153 -0.00878925 -0.00827131 -0.00778624 -0.00733287 -0.00690992 -0.00651634 -0.00615129 -0.00581381 -0.00550317 -0.00521874 -0.00495988 -0.00472607 -0.00451679 -0.00433168 -0.00417038 -0.00403259 -0.00391808 -0.00382659 -0.00375806 -0.00371229 -0.00368912 -0.00368841 -0.00371033 -0.00375491 -0.00382232 -0.00391275 -0.00402642 -0.00416366 -0.00432473 -0.00451004 -0.00472002 -0.00495522 -0.00521623 -0.00550359 -0.00581816 -0.00616072 -0.00653212 -0.0069335 -0.00736597 -0.00783084 -0.00832954 -0.00886363 -0.00943503 -0.0100458 -0.0106982 -0.0113948 -0.0121385 -0.012933 -0.013782 -0.0146898 -0.0156619 -0.0167041 -0.0178238 -0.0190291 -0.0203303 -0.0217398 -0.0232718 -0.0249452 -0.0267829 -0.0288142 -0.0310767 -0.0336215 -0.0365167 -0.0398579 -0.043785 -0.0485105 -0.0543781 -0.0619913 -0.0725463 -0.0889438 -0.106431 0.101008 -0.0984656 -0.0522942 -0.0219158 -0.00457398 0.00341802 0.00579429 0.00418248 -8.54856e-06 -0.00506763 -0.00926311 -0.0111046 -0.013382 1284.74 -0.254808 
0 0 0 0 0 0 0 0 -0.0869481 -0.0177355 -0.0508019 -0.0783238 -0.0932704 -0.0924915 -0.0841959 -0.0751995 -0.0673385 -0.0607384 -0.0551873 -0.0504633 -0.0463885 -0.0428291 -0.0396844 -0.0368789 -0.0343556 -0.0320693 -0.0299849 -0.0280745 -0.026316 -0.0246902 -0.0231825 -0.0217802 -0.0204725 -0.0192507 -0.0181069 -0.0170346 -0.016028 -0.0150822 -0.0141931 -0.0133566 -0.0125696 -0.0118288 -0.0111319 -0.0104765 -0.00986035 -0.00928167 -0.00873874 -0.00823001 -0.00775425 -0.00731009 -0.00689643 -0.00651237 -0.00615689 -0.00582923 -0.00552871 -0.00525466 -0.00500652 -0.00478373 -0.00458594 -0.00441272 -0.00426378 -0.00413888 -0.00403771 -0.00396025 -0.00390623 -0.00387547 -0.00386781 -0.00388344 -0.00392235 -0.00398472 -0.00407076 -0.00418066 -0.00431479 -0.00447338 -0.00465687 -0.00486568 -0.00510037 -0.00536156 -0.00564979 -0.00596592 -0.00631079 -0.00668523 -0.00709044 -0.00752756 -0.00799792 -0.008503 -0.00904441 -0.00962413 -0.0102443 -0.0109072 -0.0116157 -0.0123725 -0.0131816 -0.0140468 -0.0149728 -0.015965 -0.0170295 -0.0181742 -0.0194076 -0.0207402 -0.0221853 -0.0237579 -0.0254778 -0.0273692 -0.0294634 -0.0318002 -0.0344346 -0.0374396 -0.0409187 -0.0450237 -0.0499876 -0.0561897 -0.0643028 -0.0756757 -0.0936174 -0.112557 0.129519 -0.100479 -0.0489537 -0.0209453 -0.00553673 0.00270099 0.00557868 0.00413904 -0.000238312 -0.00570158 -0.0103044 -0.0122982 -0.0149342 1483.26 -0.3173 
0 0 0 0 0 0 0 0 0 -0.10351 -0.0298226 -0.0621689 -0.0815418 -0.0831256 -0.0762355 -0.0682047 -0.061077 -0.055067 -0.0500084 -0.0457055 -0.0419974 -0.0387619 -0.0359064 -0.0333615 -0.0310747 -0.0290044 -0.0271184 -0.0253909 -0.0238018 -0.0223332 -0.020972 -0.0197064 -0.0185264 -0.0174242 -0.0163925 -0.0154255 -0.0145177 -0.0136647 -0.0128629 -0.0121083 -0.0113982 -0.0107298 -0.0101006 -0.00950867 -0.00895197 -0.00842879 -0.0079376 -0.00747698 -0.00704583 -0.00664288 -0.00626712 -0.00591777 -0.00559387 -0.00529472 -0.00501972 -0.00476823 -0.00453978 -0.00433381 -0.00415002 -0.00398802 -0.00384754 -0.00372835 -0.00363017 -0.00355298 -0.00349651 -0.00346057 -0.00344497 -0.0034499 -0.00347534 -0.00352143 -0.00358835 -0.00367626 -0.00378547 -0.00391619 -0.00406878 -0.00424361 -0.00444115 -0.00466195 -0.00490646 -0.00517544 -0.00546961 -0.00578967 -0.00613669 -0.00651166 -0.00691573 -0.00735019 -0.00781645 -0.00831623 -0.00885143 -0.00942404 -0.0100365 -0.0106913 -0.0113919 -0.0121417 -0.0129447 -0.0138058 -0.0147303 -0.0157253 -0.0167981 -0.0179584 -0.0192177 -0.0205895 -0.0220915 -0.0237455 -0.0255796 -0.0276299 -0.0299462 -0.0325957 -0.0356735 -0.039321 -0.0437571 -0.0493435 -0.0567321 -0.0672568 -0.0842657 -0.10209 0.147598 -0.0906775 -0.0447861 -0.0210479 -0.00672729 0.00152707 0.00470444 0.00361682 -0.000452284 -0.00570445 -0.0101958 -0.0121153 -0.0148166 1515.75 -0.38595 
