0 -1
1 -1.01911
2 -1.02075
3 -1.03049
4 -1.03811
5 -1.04428
6 -1.04933
7 -1.05346
8 -1.0568
9 -1.05946
10 -1.06152
11 -1.06304
12 -1.06409
13 -1.0647
14 -1.06492
15 -1.06479
16 -1.06434
17 -1.06361
18 -1.06261
19 -1.06139
20 -1.05996
21 -1.05834
22 -1.05658
23 -1.05467
24 -1.05265
25 -1.05053
26 -1.04834
27 -1.04608
28 -1.04378
29 -1.04145
30 -1.03911
31 -1.03677
32 -1.03444
33 -1.03214
34 -1.02988
35 -1.02766
36 -1.0255
37 -1.02341
38 -1.02139
39 -1.01944
40 -1.01759
41 -1.01582
42 -1.01415
43 -1.01258
44 -1.0111
45 -1.00973
46 -1.00846
47 -1.0073
48 -1.00623
49 -1.00527
50 -1.0044
51 -1.00363
52 -1.00295
53 -1.00235
54 -1.00184
55 -1.00141
56 -1.00105
57 -1.00076
58 -1.00052
59 -1.00034
60 -1.00021
61 -1.00012
62 -1.00006
63 -1.00002
64 -1.00001
65 -1
66 -1
67 -1.00002
68 -1.00005
69 -1.0001
70 -1.00019
71 -1.00031
72 -1.00047
73 -1.00069
74 -1.00096
75 -1.0013
76 -1.00171
77 -1.0022
78 -1.00277
79 -1.00343
80 -1.00418
81 -1.00502
82 -1.00597
83 -1.00701
84 -1.00816
85 -1.00942
86 -1.01078
87 -1.01225
88 -1.01382
89 -1.01549
90 -1.01727
91 -1.01914
92 -1.0211
93 -1.02315
94 -1.02529
95 -1.02749
96 -1.02977
97 -1.03209
98 -1.03447
99 -1.03689
100 -1.03933
101 -1.04179
102 -1.04424
103 -1.04668
104 -1.04909
105 -1.05145
106 -1.05375
107 -1.05598
108 -1.0581
109 -1.06011
110 -1.06197
111 -1.06368
112 -1.0652
113 -1.06651
114 -1.06759
115 -1.0684
116 -1.06893
117 -1.06914
118 -1.06898
119 -1.06843
120 -1.06744
121 -1.06597
122 -1.06396
123 -1.06134
124 -1.05802
125 -1.05391
126 -1.04884
127 -1.04257
128 -1.03453
129 -1.02307
130 -1
