0 -64.5483
1 64.5011
2 8.70648
3 8.18376
4 4.98993
5 3.63582
6 2.68971
7 2.06985
8 1.6243
9 1.30119
10 1.04983
11 0.859908
12 0.699942
13 0.568393
14 0.456512
15 0.356473
16 0.265204
17 0.184818
18 0.103751
19 0.0306521
20 -0.0455251
21 -0.115423
22 -0.191329
23 -0.263582
24 -0.341507
25 -0.418171
26 -0.502953
27 -0.588886
28 -0.683412
29 -0.787718
30 -0.913986
31 -1.01621
32 -1.57971
33 -0.717623
34 -1.25623
35 -1.37273
36 -1.52928
37 -1.68186
38 -1.8415
39 -2.01011
40 -2.18855
41 -2.37807
42 -2.5859
43 -2.8012
44 -3.03985
45 -3.29154
46 -3.56712
47 -3.86578
48 -4.18909
49 -4.54241
50 -4.93796
51 -5.36885
52 -5.85364
53 -6.40311
54 -7.02394
55 -7.74723
56 -8.59483
57 -9.61059
58 -10.8605
59 -12.4254
60 -14.5025
61 -17.2265
62 -20.752
63 -24.2587
64 -26.2774
65 -26.4361
66 -24.5124
67 -21.6946
68 -18.594
69 -15.7744
70 -13.4212
71 -11.4888
72 -9.91205
73 -8.61188
74 -7.52807
75 -6.61218
76 -5.82789
77 -5.14919
78 -4.55496
79 -4.03107
80 -3.56468
81 -3.14649
82 -2.77011
83 -2.42896
84 -2.11838
85 -1.8353
86 -1.57511
87 -1.33715
88 -1.11775
89 -0.915132
90 -0.727839
91 -0.553162
92 -0.390145
93 -0.235871
94 -0.0766076
95 0.0396642
96 0.576332
97 -0.295858
98 0.254099
99 0.338228
100 0.44576
101 0.529853
102 0.603479
103 0.66838
104 0.725548
105 0.776367
106 0.81965
107 0.857051
108 0.887262
109 0.911343
110 0.9272
111 0.936367
112 0.935624
113 0.92585
114 0.905351
115 0.870661
116 0.820012
117 0.751913
118 0.654938
119 0.530761
120 0.361826
121 0.141252
122 -0.161307
123 -0.537998
124 -1.15277
125 -0.98528
126 -6.02908
127 30.9781
128 -84.8869
129 -0.0404594
