0 0
1 1
2 0.999134
3 0.997693
4 0.995681
5 0.993102
6 0.989962
7 0.98627
8 0.982033
9 0.977263
10 0.97197
11 0.966168
12 0.95987
13 0.953091
14 0.945847
15 0.938156
16 0.930035
17 0.921505
18 0.912584
19 0.903295
20 0.893658
21 0.883698
22 0.873437
23 0.862899
24 0.85211
25 0.841095
26 0.829879
27 0.818488
28 0.806951
29 0.795293
30 0.783542
31 0.771727
32 0.759874
33 0.74801
34 0.736165
35 0.724365
36 0.712637
37 0.70101
38 0.689508
39 0.67816
40 0.666991
41 0.656025
42 0.645287
43 0.634802
44 0.624593
45 0.614682
46 0.60509
47 0.595838
48 0.586944
49 0.578429
50 0.570308
51 0.562598
52 0.555313
53 0.548467
54 0.54207
55 0.536133
56 0.530662
57 0.525661
58 0.52113
59 0.517066
60 0.513456
61 0.510278
62 0.507492
63 0.505039
64 0.502824
65 0.500717
66 0.49861
67 0.496395
68 0.493942
69 0.491157
70 0.487978
71 0.484368
72 0.480304
73 0.475773
74 0.470773
75 0.465302
76 0.459364
77 0.452967
78 0.446121
79 0.438836
80 0.431126
81 0.423005
82 0.41449
83 0.405597
84 0.396344
85 0.386752
86 0.376841
87 0.366632
88 0.356147
89 0.345409
90 0.334444
91 0.323274
92 0.311926
93 0.300425
94 0.288797
95 0.277069
96 0.265269
97 0.253424
98 0.241561
99 0.229708
100 0.217892
101 0.206141
102 0.194484
103 0.182946
104 0.171556
105 0.16034
106 0.149324
107 0.138535
108 0.127997
109 0.117736
110 0.107776
111 0.0981397
112 0.0888502
113 0.0799297
114 0.0713988
115 0.0632786
116 0.0555873
117 0.0483432
118 0.0415644
119 0.0352661
120 0.0294639
121 0.0241714
122 0.0194012
123 0.0151647
124 0.0114722
125 0.00833263
126 0.00575365
127 0.00374122
128 0.00230005
129 0.00143423
130 0
